Sign Account,Street Number,Street Name,Size (LxW),Location Description (if no address),X Coordinate,Y Coordinate,Sign Type,Sign Technology,Sign Face Direction,Illumination,Sign Owner,Sign Owner Identifier,Context Picture Hyperlink,Ward_ID
09-027,1099-1115,WILSON AVE,10 x 20,unknown,305850.72,4844699.82,Roof,STATIC,W,Up,PATTISON,"5798  B1, B2",http://www.bing.com/maps/?v=2&cp=r8mwfj8c8s03&lvl=19.221103423407342&dir=353.82705877835695&sty=b&where1=1115%20Wilson%20Ave%2C%20North%20York%2C%20ON%2C%20M3M&form=LMLTCC,9
09-029,2151,JANE ST,10 x 20,unknown,304131.29,4842075.42,Roof,STATIC,W,Up,CBS,5178,http://www.bing.com/maps/?v=2&cp=r8m2yv8c6wsc&lvl=19.177908604866104&dir=355.9915161797966&sty=b&where1=2151%20Jane%20St%2C%20North%20York%2C%20ON%2C%20M3M&form=LMLTCC,9
09-029,2151,JANE ST,10 x 20,unknown,304131.29,4842075.42,Roof,STATIC,E,Up,CBS,5179,http://www.bing.com/maps/?v=2&cp=r8m2yv8c6wsc&lvl=19.177908604866104&dir=355.9915161797966&sty=b&where1=2151%20Jane%20St%2C%20North%20York%2C%20ON%2C%20M3M&form=LMLTCC,9
09-030,2133-2135,JANE ST,10 x 20,unknown,304154.25,4841980.87,Roof,STATIC,N,Up,PATTISON,21339A/A1,http://www.bing.com/maps/?v=2&cp=r8kz5c8c6xh5&lvl=19.177908604866104&dir=355.9915161797966&sty=b&where1=2151%20Jane%20St%2C%20North%20York%2C%20ON%2C%20M3M&form=LMLTCC,9
09-030,2133-2135,JANE ST,10 x 20,unknown,304154.25,4841980.87,Roof,STATIC,N,Up,PATTISON,21339 A/A2,http://www.bing.com/maps/?v=2&cp=r8kz5c8c6xh5&lvl=19.177908604866104&dir=355.9915161797966&sty=b&where1=2151%20Jane%20St%2C%20North%20York%2C%20ON%2C%20M3M&form=LMLTCC,9
09-030,2133-2135,JANE ST,10 x 20,unknown,304154.25,4841980.87,Roof,STATIC,S,Up,PATTISON,21339B/B1,http://www.bing.com/maps/?v=2&cp=r8kz5c8c6xh5&lvl=19.177908604866104&dir=355.9915161797966&sty=b&where1=2151%20Jane%20St%2C%20North%20York%2C%20ON%2C%20M3M&form=LMLTCC,9
09-030,2133-2135,JANE ST,10 x 20,unknown,304154.25,4841980.87,Roof,STATIC,S,Up,PATTISON,21339B/B1,http://www.bing.com/maps/?v=2&cp=r8kz5c8c6xh5&lvl=19.177908604866104&dir=355.9915161797966&sty=b&where1=2151%20Jane%20St%2C%20North%20York%2C%20ON%2C%20M3M&form=LMLTCC,9
09-031,2207,JANE ST,10 x 20,unknown,304078.54,4842339.28,Roof,STATIC,S,Up,ASTRAL,182,http://www.bing.com/maps/?v=2&cp=r8mfq58c6v83&lvl=19.20586001855631&dir=355.3352389497477&sty=b&where1=2207%20Jane%20St%2C%20North%20York%2C%20ON%2C%20M3M&form=LMLTCC,9
09-031,2207,JANE ST,10 x 20,unknown,304078.54,4842339.28,Roof,STATIC,N,Up,ASTRAL,181,http://www.bing.com/maps/?v=2&cp=r8mfq58c6v83&lvl=19.20586001855631&dir=355.3352389497477&sty=b&where1=2207%20Jane%20St%2C%20North%20York%2C%20ON%2C%20M3M&form=LMLTCC,9
09-032,2223-2231,JANE ST,10 x 20,unknown,304055.06,4842485.48,Roof,STATIC,N,Up,CBS,5799,http://www.bing.com/maps/?v=2&cp=r8mnq78c6tmm&lvl=19.20586001855631&dir=355.3352389497477&sty=b&where1=2231%20Jane%20St%2C%20North%20York%2C%20ON%2C%20M3M&form=LMLTCC,9
09-032,2223-2231,JANE ST,10 x 20,unknown,304055.06,4842485.48,Roof,STATIC,S,Up,CBS,5800,http://www.bing.com/maps/?v=2&cp=r8mnq78c6tmm&lvl=19.20586001855631&dir=355.3352389497477&sty=b&where1=2231%20Jane%20St%2C%20North%20York%2C%20ON%2C%20M3M&form=LMLTCC,9
09-033,837,WILSON AVE,10 x 20,unknown,307669.47,4843230.89,Roof,STATIC,W,Up,PATTISON,5527B,http://www.bing.com/maps/default.aspx?v=2&cp=r8npk78cb5tk&scene=28284776&lvl=2&sty=b&where1=837%20Wilson%20Ave%2C%20Toronto%2C%20ON%20M3K,9
09-033,837,WILSON AVE,10 x 20,unknown,307669.47,4843230.89,Roof,STATIC,E,Up,PATTISON,5527A,http://www.bing.com/maps/default.aspx?v=2&cp=r8npk78cb5tk&scene=28284776&lvl=2&sty=b&where1=837%20Wilson%20Ave%2C%20Toronto%2C%20ON%20M3K,9
09-034,1925-1951,SHEPPARD AVE W,10 x 20,unknown,303889.65,4844148.25,Ground,STATIC,E,Up,ASTRAL,61,http://www.bing.com/maps/?v=2&cp=r8px038c6p3s&lvl=19.236534922023704&dir=6.3620718894717765&sty=b&where1=1925%20Sheppard%20Ave%20W%2C%20North%20York%2C%20ON%2C%20M3L&form=LMLTCC,9
09-034,1925-1951,SHEPPARD AVE W,10 x 20,unknown,303889.65,4844148.25,Ground,STATIC,W,Up,ASTRAL,62,http://www.bing.com/maps/?v=2&cp=r8px038c6p3s&lvl=19.236534922023704&dir=6.3620718894717765&sty=b&where1=1925%20Sheppard%20Ave%20W%2C%20North%20York%2C%20ON%2C%20M3L&form=LMLTCC,9
09-035,792,WILSON AVE,10 x 20,unknown,307586.13,4843266.26,Roof,STATIC,W,Backlit,CBS,8428,http://www.bing.com/maps/?v=2&cp=r8nqr38cb3dc&lvl=19.249391540592423&dir=6.0545059217507315&sty=b&where1=792%20Wilson%20Ave%2C%20North%20York%2C%20ON%2C%20M3K&form=LMLTCC,9
09-035,792,WILSON AVE,10 x 20,unknown,307586.13,4843266.26,Roof,STATIC,W,Backlit,CBS,8429,http://www.bing.com/maps/?v=2&cp=r8nqr38cb3dc&lvl=19.249391540592423&dir=6.0545059217507315&sty=b&where1=792%20Wilson%20Ave%2C%20North%20York%2C%20ON%2C%20M3K&form=LMLTCC,9
09-037,0,NORTH YORK,10 x 20,unknown,317642.19,4842564.82,Ground,STATIC,S,No Illumination,CBS,unknown,http://www.bing.com/maps/?v=2&cp=r8mtw68cnh3b&lvl=19.13417682088807&dir=7.66759753509431&sty=b&where1=875%20Don%20Mills%20Rd%2C%20North%20York%2C%20ON%2C%20M3C&form=LMLTCC,9
09-038,0,NORTH YORK,10 x 20,unknown,317688.62,4842601.63,Ground,STATIC,S,No Illumination,CBS,unknown,http://www.bing.com/maps/?v=2&cp=r8mtw68cnh3b&lvl=19.13417682088807&dir=7.66759753509431&sty=b&where1=875%20Don%20Mills%20Rd%2C%20North%20York%2C%20ON%2C%20M3C&form=LMLTCC,9
08-001,155,NORFINCH DR,10 x 20,unknown,302387.07,4847022.21,Roof,STATIC,N,Up,CBS,5557,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8trs28c5828&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28273927&phx=0&phy=0&phscl=1&where1=155%20Norfinch%20Drive%20Toronto%2C%20Ontario&encType=1,8
08-001,155,NORFINCH DR,10 x 20,unknown,302387.07,4847022.21,Roof,STATIC,S,Up,CBS,5558,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8tswz8c5845&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28273980&phx=0&phy=0&phscl=1&where1=155%20Norfinch%20Drive%20Toronto%2C%20Ontario&encType=1,8
08-002,125,NORFINCH DR,10 x 20,unknown,302440.52,302440.52,Roof,STATIC,N,Up,PATTISON,5716A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8t9168c59nd&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28273927&phx=0&phy=0&phscl=1&where1=125%20Norfinch%20Drive%20Toronto%2C%20Ontario&encType=1,8
08-002,125,NORFINCH DR,10 x 20,unknown,302440.52,302440.52,Roof,STATIC,S,Up,PATTISON,5716B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8tbfw8c59pj&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274203&phx=0&phy=0&phscl=1&where1=125%20Norfinch%20Drive%20Toronto%2C%20Ontario&encType=1,8
08-003,0,NORTH YORK,10 x 20,Hydro Field West Side of Northfinch between 66 Northfinch and 100 Northfinch,302450.22,4846242.65,Ground,STATIC,N,Up,PATTISON,5301B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8spxz8c593t&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274105&phx=0&phy=0&phscl=1&where1=65%20Norfinch%20Drive%20Toronto%2C%20Ontario&encType=1,8
08-003,0,NORTH YORK,10 x 20,Hydro Field West Side of Northfinch between 66 Northfinch and 100 Northfinch,302450.22,4846242.65,Ground,STATIC,S,Up,PATTISON,5301A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8sqdd8c594b&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274205&phx=0&phy=0&phscl=1&where1=65%20Norfinch%20Drive%20Toronto%2C%20Ontario&encType=1,8
08-004,0,NORTH YORK,10 x 20,Hydro Field West Side of Northfinch between 66 Northfinch and 100 Northfinch,30249.17,4846249.53,Ground,STATIC,S,Up,ASTRAL,630,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8srwd8c5ddd&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274113&phx=0&phy=0&phscl=1&encType=1,8
08-004,0,NORTH YORK,10 x 20,Hydro Field West Side of Northfinch between 66 Northfinch and 100 Northfinch,30249.17,4846249.53,Ground,STATIC,N,Up,ASTRAL,625,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8sr5m8c5c4g&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274792&phx=0&phy=0&phscl=1&where1=65%20Norfinch%20Drive%20Toronto%2C%20Ontario&encType=1,8
08-005,1,YORK GATE BLVD,10 x 20,unknown,303185.28,4846138.77,Roof,TRIVISION,E,Up,CBS,6245,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8skfr8c5zmp&style=b&lvl=1&tilt=-90&dir=0&alt=-1000&scene=28274800&phx=0&phy=0&phscl=1&encType=1,8
08-005,1,YORK GATE BLVD,10 x 20,Facing Jane St.,303185.28,4846138.77,Roof,TRIVISION,W,Up,CBS,6242,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8skfr8c5zmp&style=b&lvl=1&tilt=-90&dir=0&alt=-1000&scene=28274800&phx=0&phy=0&phscl=1&encType=1,8
08-006,1,YORK GATE BLVD,10 x 20,Facing Jane St.,303300.61,4846350.61,Roof,STATIC,N,Up,CBS,6145,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8svy28c62q4&style=b&lvl=1&tilt=-90&dir=0&alt=-1000&scene=28273940&phx=0&phy=0&phscl=1&encType=1,8
08-006,1,YORK GATE BLVD,10 x 20,Facing Jane St.,303300.61,4846350.61,Roof,STATIC,S,Up,CBS,6144,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8svy28c62q4&style=b&lvl=1&tilt=-90&dir=0&alt=-1000&scene=28273940&phx=0&phy=0&phscl=1&encType=1,8
08-007,4101-4113,STEELES AVE W,10 x 20,unknown,302593.05,4847976.31,Roof,TRIVISION,E,Backlit,CBS,5500,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8w28c8c5fp4&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274386&phx=0&phy=0&phscl=1&encType=1,8
08-007,4101-4113,STEELES AVE W,10 x 20,unknown,302593.05,4847976.31,Roof,TRIVISION,W,Backlit,CBS,5501,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8w1gg8c5fzy&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28273796&phx=0&phy=0&phscl=1&encType=1,8
08-008,4700-4734,JANE ST,10 x 20,unknown,303086.79,4847451.7,Roof,STATIC,S,Up,PATTISON,0131A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8vgjg8c5xf7&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28273931&phx=0&phy=0&phscl=1&where1=4702%20JANE%20Toronto%2C%20Ontario&encType=1,8
08-008,4700-4734,JANE ST,10 x 20,unknown,303086.79,4847451.7,Roof,STATIC,S,Up,PATTISON,0131B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8vgjg8c5xf7&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28273931&phx=0&phy=0&phscl=1&where1=4702%20JANE%20Toronto%2C%20Ontario&encType=1,8
08-009,0,FINCH AVE W,10 x 20,unknown,304449.34,4846486.69,Ground,STATIC,E,Up,CBS,5913,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8t21j8c75n8&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274705&phx=0&phy=0&phscl=1&where1=35%20fountainhead%20Toronto%2C%20Ontario&encType=1,8
08-009,0,FINCH AVE W,10 x 20,unknown,304449.34,4846486.69,Ground,STATIC,W,Up,CBS,5912,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8t21j8c75n8&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274142&phx=0&phy=0&phscl=1&where1=35%20fountainhead%20Toronto%2C%20Ontario&encType=1,8
08-010,3926-3932,KEELE ST,10 x 20,unknown,305466.64,4846781.22,Roof,STATIC,E,Backlit,CBS,8393,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8tf498c83mh&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274006&phx=0&phy=0&phscl=1&where1=3926%20KEELE%20Toronto%2C%20Ontario&encType=1,8
08-010,3926-3932,KEELE ST,10 x 20,unknown,305466.64,4846781.22,Roof,STATIC,W,Backlit,CBS,8394,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8tffx8c84d3&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274031&phx=0&phy=0&phscl=1&where1=3926%20KEELE%20Toronto%2C%20Ontario&encType=1,8
08-011,3848-3998,CHESSWOOD DR,10 x 20,unknown,306675.16,4845948.48,Roof,STATIC,E,Up,PATTISON,5553B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8s9nh8c97mj&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28275246&phx=0&phy=0&phscl=1&encType=1,8
08-011,3848-3998,CHESSWOOD DR,10 x 20,unknown,306675.16,4845948.48,Roof,STATIC,W,Up,PATTISON,5553A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8sbch8c981n&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274418&phx=0&phy=0&phscl=1&encType=1,8
08-012,0,NORTH YORK,10 x 20,"Northeast of Bakersfield St and Sheppard Ave. W., West of  chesswood. On CNR lands, just East of CNR rail.",306510.68,4845888.81,Ground,STATIC,W,Up,CBS,1428,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8s85h8c92zs&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274418&phx=0&phy=0&phscl=1&encType=1,8
08-012,0,NORTH YORK,10 x 20,"Northeast of Bakersfield St and Sheppard Ave. W., West of  chesswood. On CNR lands, just East of CNR rail.",306510.68,4845888.81,Ground,STATIC,E,Up,CBS,1427,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8s8qk8c93g2&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274824&phx=0&phy=0&phscl=1&encType=1,8
08-013,1230,SHEPPARD AVE W,10 x 20,unknown,306391.67,4845857.53,Roof,STATIC,E,Up,PATTISON,5552A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8s5y88c8zw6&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274824&phx=0&phy=0&phscl=1&encType=1,8
08-013,1230,SHEPPARD AVE W,10 x 20,unknown,306391.67,4845857.53,Roof,STATIC,W,Up,PATTISON,5552B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8s5y88c8zw6&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274557&phx=0&phy=0&phscl=1&encType=1,8
08-014,3701,CHESSWOOD DR,10 x 20,unknown,306908.66,4846016.19,Roof,STATIC,W,No Illumination,PATTISON,5530A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8sdt88c9h02&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28275127&phx=0&phy=0&phscl=1&where1=3701%20CHESSWOOD%2C%20TORONTO&encType=1,8
08-014,3701,CHESSWOOD DR,10 x 20,unknown,306908.66,4846016.19,Roof,STATIC,E,No Illumination,PATTISON,5530B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8scsn8c9g0y&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28277007&phx=0&phy=0&phscl=1&encType=1,8
08-015,1150,SHEPPARD AVE W,10 x 20,unknown,307314.77,4845781.77,Roof,STATIC,S,Up,PATTISON,5594A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8s3c18c9vkw&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28275894&phx=0&phy=0&phscl=1&encType=1,8
08-015,1150,SHEPPARD AVE W,10 x 20,unknown,307314.77,4845781.77,Roof,STATIC,N,Up,PATTISON,5594B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8s29r8c9vvh&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274985&phx=0&phy=0&phscl=1&encType=1,8
08-017,4300,DUFFERIN ST,10 x 20,unknown,307546.79,4846576.42,Roof,TRIVISION,N,Down,CBS,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8t6608cb1z7&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28277057&phx=0&phy=0&phscl=1&encType=1,8
08-017,4300,DUFFERIN ST,10 x 20,unknown,307546.79,4846576.42,Roof,TRIVISION,S,Up,CBS,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8t5k78cb1s1&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28277057&phx=0&phy=0&phscl=1&encType=1,8
08-018,4544,DUFFERIN ST,10 x 20,unknown,307429.62,4847190.7,Roof,STATIC,N,Up,CBS,5770,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8tzbq8c9z06&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28276639&phx=0&phy=0&phscl=1&encType=1,8
08-018,4544,DUFFERIN ST,10 x 20,unknown,307429.62,4847190.7,Roof,STATIC,S,Up,CBS,5769,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8v0tb8c9yfg&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28275238&phx=0&phy=0&phscl=1&encType=1,8
08-019,991-1025,FINCH AVE W,10 x 20,unknown,307355.7,4847327.75,Roof,STATIC,N,Up,PATTISON,5410B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8v4d68c9w4d&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28276639&phx=0&phy=0&phscl=1&encType=1,8
08-019,991-1025,FINCH AVE W,10 x 20,unknown,307355.7,4847327.75,Roof,STATIC,S,Up,PATTISON,5410A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8v61b8c9w8y&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28275238&phx=0&phy=0&phscl=1&encType=1,8
08-020,1101,FINCH AVE W,10 x 20,unknown,307111.58,4847288.41,Roof,STATIC,E,Up,CBS,5686,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8v3318c9nn6&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28276716&phx=0&phy=0&phscl=1&encType=1,8
08-020,1101,FINCH AVE W,10 x 20,unknown,307111.58,4847288.41,Roof,STATIC,W,Up,CBS,5687,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8v3688c9pwg&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28275810&phx=0&phy=0&phscl=1&encType=1,8
08-021,1100,FINCH AVE W,10 x 20,unknown,306912.27,4847305.21,Roof,STATIC,W,Up,CBS,5765,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8v54w8c9gsm&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28275458&phx=0&phy=0&phscl=1&encType=1,8
08-021,1100,FINCH AVE W,10 x 20,unknown,306912.27,4847305.21,Roof,STATIC,E,Up,CBS,5766,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8v4nr8c9g5q&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28276714&phx=0&phy=0&phscl=1&encType=1,8
08-022,1111A,FINCH AVE W,10 x 20,unknown,306778.66,4847184.69,Roof,STATIC,E,Up,PATTISON,5061A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8tz6p8c99zq&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28276714&phx=0&phy=0&phscl=1&encType=1,8
08-022,1111A,FINCH AVE W,10 x 20,unknown,306778.66,4847184.69,Roof,STATIC,W,Up,PATTISON,5061B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8tzj38c9c1n&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28275458&phx=0&phy=0&phscl=1&encType=1,8
08-023,1127,FINCH AVE W,10 x 20,unknown,306494.07,4847095.53,Roof,STATIC,E,Backlit,PATTISON,52227A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8ttrm8c92y2&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274034&phx=0&phy=0&phscl=1&encType=1,8
08-023,1127,FINCH AVE W,10 x 20,unknown,306494.07,4847095.53,Roof,STATIC,W,Up,PATTISON,5227B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8ttrm8c92y2&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274034&phx=0&phy=0&phscl=1&encType=1,8
08-024,1133,FINCH AVE W,10 x 20,unknown,306478.33,4847110.97,Ground,STATIC,E,Up,ASTRAL,447,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8tvjh8c9277&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274034&phx=0&phy=0&phscl=1&encType=1,8
08-024,1133,FINCH AVE W,10 x 20,unknown,306478.33,4847110.97,Ground,STATIC,W,Up,ASTRAL,446,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8twht8c9273&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274071&phx=0&phy=0&phscl=1&encType=1,8
08-025,0,NORTH YORK,10 x 20,"CNR Southeast Corner at Finch Ave. W., West of 1133 Finch Ave. W.",306347.65,4847016.62,Ground,STATIC,E,Up,CBS,2952,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8tr5t8c8ykt&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274034&phx=0&phy=0&phscl=1&encType=1,8
08-025,0,NORTH YORK,10 x 20,"CNR Southeast Corner at Finch Ave. W., West of 1133 Finch Ave. W.",306347.65,4847016.62,Ground,STATIC,W,Up,CBS,1403,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8tr5t8c8ykt&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274781&phx=0&phy=0&phscl=1&encType=1,8
08-026,0,NORTH YORK,10 x 20,"CNR Norththeast Corner at Finch Ave. W., West of 1165 Finch Ave. W.",306332.44,4847132.42,Ground,STATIC,E,Up,PATTISON,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8txry8c8y0m&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274718&phx=0&phy=0&phscl=1&encType=1,8
08-026,0,NORTH YORK,10 x 20,"CNR Norththeast Corner at Finch Ave. W., West of 1165 Finch Ave. W.",306332.44,4847132.42,Ground,STATIC,W,Up,PATTISON,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8txry8c8y0m&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274719&phx=0&phy=0&phscl=1&encType=1,8
08-028,1155,FINCH AVE W,10 x 20,unknown,306351.04,484701.36,Ground,STATIC,E,Up,PATTISON,unknown,http://www.bing.com/maps/default.aspx?v=2&FORM=LMLTCC&cp=r8tt7c8c8ys2&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274034&phx=0&phy=0&phscl=1&encType=1,8
08-029,1205,FINCH AVE W,10 x 20,unknown,306055.23,4846956.39,Roof,STATIC,E,Up,CBS,5455,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8tnvg8c8pdq&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274091&phx=0&phy=0&phscl=1&where1=1205%20finch%20ave%20w%2C%20toronto%2C%20ontario&encType=1,8
08-029,1205,FINCH AVE W,10 x 20,unknown,306055.23,4846956.39,Roof,TRIVISION,W,Up,CBS,6265,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8tpg78c8q31&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274070&phx=0&phy=0&phscl=1&where1=1205%20finch%20ave%20w%2C%20toronto%2C%20ontario&encType=1,8
08-030,1255,FINCH AVE W,10 x 20,unknown,305856.06,4846897.69,Roof,STATIC,E,Up,CBS,5391,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8tm288c8gds&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274067&phx=0&phy=0&phscl=1&encType=1,8
08-030,1255,FINCH AVE W,10 x 20,unknown,305856.06,4846897.69,Roof,STATIC,W,Up,CBS,5392,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8tmcm8c8gzf&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274070&phx=0&phy=0&phscl=1&encType=1,8
08-031,3645,KEELE ST,10 x 20,unknown,305781.99,4845610.43,Roof,STATIC,N,Up,CBS,5751,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8rvcz8c8dn7&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274365&phx=0&phy=0&phscl=1&encType=1,8
08-031,3645,KEELE ST,10 x 20,unknown,305781.99,4845610.43,Roof,STATIC,S,Up,CBS,5752,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8rx598c8dwj&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274876&phx=0&phy=0&phscl=1&encType=1,8
08-032,3701,KEELE ST,10 x 23,unknown,305714.46,4845937.28,Roof,STATIC,S,Backlit,CBS,8445,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8sb4x8c8c1q&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274160&phx=0&phy=0&phscl=1&where1=3701%20KEELE%2C%20TORONTO&encType=1,8
08-032,3701,KEELE ST,10 x 23,unknown,305714.46,4845937.28,Roof,STATIC,N,Backlit,CBS,8444,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8s8wz8c8c94&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274179&phx=0&phy=0&phscl=1&where1=3701%20KEELE%2C%20TORONTO&encType=1,8
